sale_id, customer_id, sale_date, store_id, total_amount, discount_amount, payment_method
10835, 3415, 2022-09-27, 6, 254.13, 31.05, Cash
10836, 9248, 2024-02-15, 1, 171.63, 34.54, Cash
10837, 7866, 2024-05-14, 8, 261.48, 39.57, PayPal
10838, 1698, 2023-04-24, 4, 198.14, 44.02, Debit Card
10839, 2567, 2023-10-15, 6, 307.63, 42.68, Cash
10840, 9214, 2024-03-19, 4, 375.64, 43.63, Credit Card
10841, 1811, 2023-11-13, 10, 317.29, 6.24, Credit Card
10842, 7045, 2022-12-07, 5, 305.7, 38.1, Debit Card
10843, 8375, 2023-12-01, 8, 254.39, 30.29, Cash
10844, 4334, 2023-02-26, 3, 431.78, 5.14, Debit Card
10845, 6852, 2023-12-14, 2, 435.34, 2.66, Debit Card
10846, 1324, 2023-09-17, 8, 167.28, 13.32, PayPal
10847, 7528, 2023-05-22, 5, 425.76, 2.86, Cash
10848, 4970, 2024-09-07, 9, 255.78, 36.99, PayPal
10849, 6132, 2023-07-21, 7, 178.44, 30.02, Credit Card
10850, 6874, 2023-07-26, 6, 403.85, 10.12, Cash
10851, 6719, 2024-09-06, 6, 188.91, 7.53, Cash
10852, 3303, 2023-08-18, 8, 114.15, 3.79, Cash
10853, 4357, 2022-11-11, 4, 133.83, 13.45, Credit Card
10854, 4130, 2023-05-25, 1, 63.18, 39.85, PayPal
10855, 8907, 2024-06-21, 7, 383.37, 14.08, Cash
10856, 3745, 2024-01-25, 3, 431.79, 41.62, Cash
10857, 2453, 2024-04-18, 10, 293.95, 15.77, PayPal
10858, 5258, 2024-06-13, 6, 401.46, 31.49, Cash
10859, 7957, 2024-01-13, 5, 116.44, 2.67, Debit Card
10860, 2941, 2022-11-19, 6, 405.06, 45.19, PayPal
10861, 4284, 2023-04-24, 4, 477.83, 4.18, Cash
10862, 9720, 2023-02-23, 8, 39.87, 27.2, PayPal
10863, 5841, 2024-04-15, 2, 219.64, 8.91, PayPal
10864, 1242, 2024-08-27, 9, 172.44, 23.1, Credit Card
10865, 5672, 2024-04-20, 8, 403.71, 33.16, Debit Card
10866, 527, 2024-02-21, 4, 351.62, 23.1, Credit Card
10867, 8976, 2024-06-28, 7, 205.32, 21.02, PayPal
10868, 7702, 2024-01-07, 9, 65.43, 16.76, Debit Card
10869, 8896, 2024-04-05, 5, 111.22, 30.4, Debit Card
10870, 9830, 2023-12-07, 9, 366.55, 7.49, Credit Card
10871, 1456, 2024-01-30, 7, 270.25, 16.9, Debit Card
10872, 526, 2023-01-10, 9, 114.15, 40.0, Debit Card
10873, 3852, 2023-01-16, 3, 348.04, 27.81, Credit Card
10874, 5673, 2023-11-26, 2, 145.52, 20.06, Debit Card
10875, 6667, 2024-03-01, 2, 187.14, 18.95, Debit Card
10876, 663, 2022-12-17, 10, 149.46, 21.35, Credit Card
10877, 8628, 2023-04-11, 4, 326.01, 16.04, Debit Card
10878, 4239, 2023-12-07, 7, 112.19, 11.19, PayPal
10879, 8385, 2024-02-12, 6, 385.93, 34.99, Cash
10880, 7271, 2024-05-18, 4, 128.89, 38.72, PayPal
10881, 6112, 2024-09-14, 7, 486.82, 18.22, Debit Card
10882, 8209, 2024-07-14, 3, 445.48, 37.27, Debit Card
10883, 9904, 2024-05-06, 2, 311.18, 12.05, Cash
10884, 4805, 2024-05-07, 9, 436.42, 17.92, Cash
10885, 681, 2023-01-14, 6, 36.8, 32.73, Credit Card
10886, 2939, 2024-08-18, 3, 446.32, 1.56, Credit Card
10887, 2951, 2024-04-05, 2, 306.04, 41.97, Debit Card
10888, 8470, 2024-03-21, 3, 224.7, 13.13, Credit Card
10889, 4684, 2023-12-15, 2, 494.02, 42.61, Debit Card
10890, 633, 2023-03-27, 7, 380.91, 25.22, Cash
10891, 7089, 2023-12-03, 7, 69.87, 5.9, PayPal
10892, 7170, 2023-10-03, 6, 75.9, 42.6, Credit Card
10893, 6549, 2024-08-30, 8, 66.54, 38.32, Cash
10894, 9796, 2023-05-14, 6, 32.28, 38.22, Debit Card
10895, 5787, 2023-09-18, 2, 283.4, 18.45, Debit Card
10896, 5534, 2024-05-06, 8, 330.9, 2.41, Cash
10897, 8689, 2022-10-04, 5, 415.72, 16.55, PayPal
10898, 8929, 2024-09-10, 6, 409.92, 7.68, Cash
10899, 3508, 2023-11-05, 4, 182.33, 6.6, Cash
10900, 7714, 2023-12-04, 1, 492.54, 37.03, Debit Card
10901, 3633, 2023-09-02, 3, 248.77, 25.41, Credit Card
10902, 3338, 2024-07-02, 4, 236.93, 47.52, Credit Card
10903, 4631, 2022-11-05, 7, 401.16, 4.97, Debit Card
10904, 7458, 2024-06-03, 1, 22.25, 16.62, Cash
10905, 7541, 2023-02-04, 8, 410.73, 9.05, Credit Card
10906, 9555, 2023-01-08, 9, 259.63, 22.52, Cash
10907, 2726, 2023-09-27, 9, 472.44, 18.7, Cash
10908, 7504, 2023-05-12, 2, 266.46, 44.55, PayPal
10909, 342, 2024-02-11, 8, 291.72, 46.19, Cash
10910, 8721, 2022-11-13, 7, 186.12, 18.28, PayPal
10911, 3791, 2024-06-24, 6, 99.42, 13.88, Debit Card
10912, 1053, 2022-11-24, 7, 282.36, 7.13, PayPal
10913, 1661, 2022-11-30, 8, 211.26, 12.66, Debit Card
10914, 8076, 2024-03-18, 5, 304.02, 3.82, Credit Card
10915, 7708, 2023-07-23, 10, 155.98, 40.77, Cash
10916, 1066, 2023-03-29, 2, 248.31, 48.01, Debit Card
10917, 7221, 2023-12-30, 3, 341.65, 14.66, PayPal
10918, 5282, 2023-08-12, 6, 468.57, 37.34, Debit Card
10919, 8637, 2023-06-23, 4, 125.85, 18.48, Credit Card
10920, 9704, 2024-01-24, 5, 479.94, 20.24, Credit Card
10921, 7176, 2023-11-02, 1, 136.11, 4.07, Debit Card
10922, 135, 2023-07-29, 2, 348.16, 24.58, Credit Card
10923, 4697, 2023-06-18, 2, 240.02, 37.04, Debit Card
10924, 7334, 2023-03-06, 5, 28.5, 34.7, PayPal
10925, 8256, 2024-05-04, 4, 463.92, 10.62, PayPal
10926, 1008, 2022-12-13, 4, 391.34, 39.53, Credit Card
10927, 2786, 2023-12-18, 4, 98.4, 37.44, Credit Card
10928, 156, 2023-04-05, 8, 307.74, 12.9, PayPal
10929, 8628, 2023-04-18, 1, 124.75, 0.45, PayPal
10930, 9947, 2023-08-21, 2, 44.98, 25.38, PayPal
10931, 7517, 2024-05-15, 8, 181.56, 46.47, PayPal
10932, 2017, 2023-01-24, 7, 428.37, 5.23, Credit Card
10933, 3239, 2024-01-17, 1, 21.4, 19.34, Credit Card
10934, 8323, 2024-05-14, 7, 47.65, 26.46, PayPal
10935, 608, 2023-09-12, 3, 140.02, 19.83, Debit Card
10936, 7777, 2024-03-12, 1, 131.82, 4.26, Debit Card
10937, 1293, 2024-03-19, 2, 421.99, 21.06, Cash
10938, 4674, 2023-05-27, 9, 451.77, 14.24, Cash
10939, 3422, 2024-04-29, 2, 377.87, 40.01, Credit Card
10940, 2177, 2022-11-16, 5, 43.41, 15.99, PayPal
10941, 8260, 2022-12-19, 4, 128.01, 47.33, Debit Card
10942, 9621, 2023-03-22, 9, 155.08, 28.35, Credit Card
10943, 6694, 2024-03-01, 5, 105.43, 4.29, Credit Card
10944, 24, 2023-01-08, 3, 493.24, 19.22, Cash
10945, 5412, 2024-03-28, 4, 183.06, 2.18, PayPal
10946, 1080, 2024-03-11, 10, 405.75, 44.83, Cash
10947, 7149, 2023-02-11, 1, 342.24, 8.64, Cash
10948, 7879, 2024-04-28, 3, 341.17, 44.18, Credit Card
10949, 8288, 2022-11-01, 10, 386.96, 25.68, PayPal
10950, 2190, 2023-04-22, 10, 72.72, 26.68, Cash
10951, 1254, 2024-05-04, 9, 117.57, 9.51, Credit Card
10952, 3156, 2024-06-05, 8, 132.13, 35.4, Credit Card
10953, 4483, 2023-03-05, 10, 207.45, 42.24, Debit Card
10954, 2980, 2022-11-03, 7, 171.01, 41.33, Credit Card
10955, 508, 2022-11-28, 4, 193.86, 5.35, Cash
10956, 9011, 2023-04-04, 6, 468.52, 37.04, Cash
10957, 9866, 2024-09-10, 5, 202.3, 40.17, Credit Card
10958, 8191, 2024-06-26, 8, 92.85, 11.43, Credit Card
10959, 2223, 2023-10-09, 4, 48.41, 19.38, Credit Card
10960, 4372, 2023-12-12, 2, 363.69, 41.62, Cash
10961, 8809, 2023-09-16, 9, 458.91, 24.51, Cash
10962, 5426, 2024-02-25, 2, 108.49, 46.42, Cash
10963, 4613, 2023-05-22, 8, 461.51, 30.86, PayPal
10964, 3658, 2023-04-29, 4, 171.55, 5.2, Credit Card
10965, 3692, 2024-02-29, 10, 258.26, 48.69, Cash
10966, 5915, 2022-10-05, 7, 381.42, 0.1, PayPal
10967, 8475, 2024-02-24, 6, 398.48, 6.77, Debit Card
10968, 1666, 2023-11-16, 2, 92.37, 1.88, Credit Card
10969, 3831, 2024-02-18, 4, 293.89, 3.02, Cash
10970, 3786, 2023-07-21, 8, 215.3, 9.69, Credit Card
10971, 7640, 2023-01-18, 10, 359.02, 27.76, Credit Card
10972, 1779, 2023-11-24, 2, 358.65, 2.55, Cash
10973, 2813, 2024-05-16, 3, 335.12, 7.76, PayPal
10974, 6376, 2024-02-12, 2, 50.58, 32.63, Credit Card
10975, 6238, 2024-01-03, 4, 476.08, 5.72, Debit Card
10976, 1334, 2024-05-01, 9, 317.52, 9.9, Debit Card
10977, 1694, 2023-04-30, 6, 360.96, 39.43, Debit Card
10978, 4341, 2024-02-19, 7, 360.17, 3.35, Cash
10979, 912, 2023-01-13, 8, 294.28, 49.13, Cash
10980, 2391, 2024-06-05, 9, 442.27, 31.88, Cash
10981, 2512, 2024-06-05, 8, 236.71, 2.46, Credit Card
10982, 465, 2023-09-15, 2, 51.15, 49.91, Cash
10983, 4988, 2022-10-09, 8, 352.91, 28.65, Credit Card
10984, 3702, 2023-04-10, 10, 380.3, 32.16, Debit Card
10985, 6077, 2023-10-28, 6, 319.29, 42.3, PayPal
10986, 2351, 2022-11-16, 2, 99.35, 36.78, Cash
10987, 1223, 2023-12-10, 5, 160.98, 13.31, Debit Card
10988, 4422, 2023-11-11, 6, 225.05, 12.49, Cash
10989, 5346, 2023-12-09, 2, 285.11, 38.97, Cash
10990, 6231, 2023-03-11, 1, 288.35, 30.34, PayPal
10991, 4346, 2023-09-24, 1, 296.11, 38.79, Credit Card
10992, 6803, 2023-11-06, 6, 282.67, 41.26, Debit Card
10993, 4823, 2023-11-05, 7, 279.88, 33.53, Credit Card
10994, 2098, 2023-06-19, 6, 232.58, 34.04, Debit Card
10995, 5982, 2024-03-28, 8, 363.51, 23.23, Credit Card
10996, 2860, 2024-01-27, 1, 441.77, 46.6, Cash
10997, 9358, 2022-12-18, 2, 376.74, 40.6, Debit Card
10998, 805, 2023-09-25, 10, 464.1, 0.31, Credit Card
10999, 1661, 2023-02-22, 4, 35.15, 14.37, Credit Card
11000, 4307, 2024-06-12, 10, 438.37, 39.01, PayPal
11001, 5938, 2023-05-12, 5, 413.08, 40.84, Debit Card
11002, 5541, 2023-10-05, 1, 147.12, 22.26, Debit Card
11003, 2703, 2023-06-23, 10, 83.11, 32.39, PayPal
11004, 8514, 2023-07-11, 3, 366.77, 14.8, Credit Card
11005, 2942, 2023-04-20, 4, 214.21, 0.7, Cash
11006, 5359, 2023-06-23, 4, 189.06, 5.7, Credit Card
11007, 6961, 2023-10-01, 9, 34.74, 23.65, PayPal
11008, 467, 2023-11-22, 3, 267.66, 16.93, Debit Card
11009, 9008, 2024-05-01, 2, 228.73, 8.17, PayPal
11010, 9592, 2024-05-18, 2, 350.23, 0.63, PayPal
11011, 8268, 2024-07-29, 1, 297.87, 42.28, Cash
11012, 157, 2023-02-17, 1, 142.41, 12.81, Cash
11013, 2582, 2023-08-08, 1, 325.17, 34.54, Credit Card
11014, 1802, 2022-10-03, 8, 52.07, 10.87, Cash
11015, 3923, 2024-08-25, 2, 405.84, 20.35, Debit Card
11016, 3441, 2023-01-09, 3, 482.9, 25.0, Debit Card
11017, 2343, 2024-08-20, 7, 90.22, 45.0, Cash
11018, 5273, 2024-07-04, 1, 474.33, 41.18, Credit Card
11019, 5667, 2023-09-27, 4, 271.35, 41.48, Debit Card
11020, 6423, 2023-01-08, 10, 229.31, 9.95, Cash
11021, 8366, 2024-09-19, 6, 442.88, 34.31, PayPal
11022, 196, 2022-10-19, 1, 277.27, 14.88, PayPal
11023, 2965, 2024-09-16, 8, 449.23, 16.97, Cash
11024, 2450, 2024-08-11, 7, 445.33, 40.9, PayPal
11025, 5117, 2022-12-10, 2, 259.95, 14.19, Debit Card
11026, 264, 2023-12-11, 4, 411.24, 29.46, Cash
11027, 7890, 2023-11-22, 3, 33.93, 19.32, Credit Card
11028, 1328, 2023-07-29, 1, 74.69, 33.97, Credit Card
11029, 5846, 2023-11-23, 6, 120.53, 28.78, PayPal
11030, 742, 2023-12-14, 5, 417.95, 38.47, Debit Card
11031, 7164, 2022-09-28, 8, 423.08, 37.09, Credit Card
11032, 867, 2024-03-25, 5, 488.47, 14.26, PayPal
11033, 1191, 2023-07-01, 3, 293.56, 34.14, Credit Card
11034, 3624, 2022-12-10, 2, 141.9, 7.89, Cash
11035, 8136, 2023-01-15, 3, 411.5, 37.69, Credit Card
11036, 9644, 2023-10-29, 4, 279.2, 44.77, Debit Card
11037, 8055, 2024-01-05, 2, 280.32, 26.17, PayPal
11038, 9160, 2024-02-03, 4, 313.34, 20.82, Debit Card
11039, 4241, 2023-06-08, 4, 47.27, 30.58, PayPal
11040, 7301, 2024-09-13, 6, 481.34, 10.01, Cash
11041, 5328, 2024-06-29, 10, 311.2, 49.21, Cash
11042, 5226, 2023-09-08, 4, 123.73, 46.88, Debit Card
11043, 1508, 2022-12-10, 1, 320.3, 30.92, Credit Card
11044, 6024, 2023-06-10, 5, 404.77, 12.77, PayPal
11045, 4920, 2023-05-12, 4, 479.86, 32.52, Cash
11046, 1370, 2023-05-28, 3, 430.39, 16.27, Credit Card
11047, 7243, 2024-08-18, 6, 101.19, 11.78, Debit Card
11048, 4646, 2024-07-31, 9, 223.26, 24.78, Credit Card
11049, 5256, 2024-03-30, 3, 464.38, 13.98, Cash
11050, 2763, 2024-01-04, 6, 229.17, 38.24, Debit Card
11051, 8636, 2024-08-06, 1, 165.65, 12.34, PayPal
11052, 2199, 2023-02-28, 3, 444.93, 21.71, PayPal
11053, 2037, 2023-12-01, 7, 340.08, 7.61, Debit Card
11054, 6344, 2024-02-12, 5, 112.72, 15.7, PayPal
11055, 9910, 2024-02-02, 2, 115.78, 11.85, Cash
11056, 1810, 2024-06-01, 7, 177.56, 26.08, PayPal
11057, 5963, 2024-04-06, 3, 180.63, 10.3, PayPal
11058, 2226, 2024-05-29, 4, 107.35, 13.46, Credit Card
11059, 8823, 2022-11-25, 4, 274.58, 43.25, PayPal
11060, 8799, 2024-07-31, 7, 377.13, 13.25, PayPal
11061, 2680, 2024-09-07, 6, 160.15, 4.99, Debit Card
11062, 2100, 2022-10-02, 2, 344.3, 32.03, Credit Card
11063, 7322, 2024-03-22, 5, 119.02, 8.09, Cash
11064, 9648, 2024-06-04, 10, 132.39, 23.1, PayPal
11065, 693, 2024-02-16, 7, 270.8, 2.39, PayPal
11066, 4822, 2023-04-05, 9, 381.37, 35.86, Cash
11067, 5831, 2023-10-01, 1, 194.3, 29.2, Credit Card
11068, 6780, 2024-04-26, 3, 51.66, 19.54, Debit Card
11069, 4884, 2024-03-06, 6, 203.01, 28.56, Debit Card
11070, 8829, 2023-12-08, 2, 56.36, 3.98, Cash
11071, 683, 2024-03-17, 6, 349.09, 10.88, Cash
11072, 5524, 2023-07-01, 7, 54.25, 27.87, Cash
11073, 7396, 2023-01-02, 2, 315.11, 35.79, Debit Card
11074, 7274, 2023-08-02, 3, 221.79, 47.93, PayPal
11075, 5070, 2024-08-21, 3, 377.08, 47.71, PayPal
11076, 433, 2023-11-18, 7, 475.66, 49.73, PayPal
11077, 1526, 2023-10-14, 10, 139.17, 14.43, PayPal
11078, 3070, 2023-01-09, 9, 464.8, 9.98, Cash
11079, 1724, 2023-06-18, 3, 166.18, 24.32, Cash
11080, 489, 2023-03-08, 2, 355.54, 17.64, Debit Card
11081, 6490, 2022-12-14, 9, 67.4, 34.66, Debit Card
11082, 3028, 2023-08-03, 2, 445.5, 4.21, Debit Card
11083, 1217, 2022-11-12, 1, 391.41, 26.11, PayPal
11084, 5922, 2023-08-23, 4, 329.83, 46.56, Debit Card
11085, 127, 2023-07-01, 2, 336.68, 38.94, Credit Card
11086, 8106, 2024-06-01, 6, 68.28, 29.55, PayPal
11087, 929, 2023-03-22, 8, 357.47, 46.43, Cash
11088, 6076, 2024-01-02, 6, 497.57, 28.03, Debit Card
11089, 8343, 2022-10-08, 5, 91.06, 32.77, Debit Card
11090, 9122, 2023-10-12, 6, 103.02, 41.71, PayPal
11091, 8358, 2023-09-04, 8, 51.46, 19.8, Cash
11092, 3188, 2024-05-11, 1, 407.5, 39.63, Credit Card
11093, 8531, 2023-03-06, 8, 494.53, 47.84, Cash
11094, 9350, 2024-09-19, 8, 21.93, 30.9, Credit Card
11095, 2789, 2022-10-05, 8, 422.91, 20.2, Credit Card
11096, 26, 2024-07-15, 2, 309.18, 22.41, Cash
11097, 9014, 2024-07-27, 4, 97.09, 16.57, Debit Card
11098, 5156, 2024-05-03, 9, 23.28, 29.9, Credit Card
11099, 5357, 2024-08-06, 10, 468.04, 9.65, PayPal
11100, 4023, 2024-02-19, 5, 320.25, 49.79, Cash
11101, 4632, 2023-06-11, 7, 329.99, 2.2, Credit Card
11102, 4397, 2023-09-07, 6, 310.85, 30.56, PayPal
11103, 2842, 2023-09-09, 8, 498.97, 36.67, Debit Card
11104, 5370, 2023-08-22, 6, 282.98, 16.49, Debit Card
11105, 136, 2023-08-31, 9, 229.38, 28.68, Cash
11106, 9019, 2024-05-18, 9, 31.31, 25.27, PayPal
11107, 1248, 2024-02-25, 1, 236.22, 48.87, PayPal
11108, 4253, 2024-03-14, 7, 472.82, 22.27, Cash
11109, 3482, 2023-07-15, 3, 221.93, 28.08, Credit Card
11110, 4608, 2023-07-31, 10, 253.67, 33.26, PayPal
11111, 696, 2022-10-23, 6, 135.89, 46.22, Cash
11112, 1419, 2023-12-09, 10, 239.72, 49.98, Cash
11113, 9130, 2023-10-16, 1, 213.69, 19.03, Credit Card
11114, 4706, 2023-01-05, 9, 228.33, 23.62, Credit Card
11115, 3494, 2023-01-31, 2, 277.18, 26.75, Cash
11116, 5750, 2024-08-03, 3, 425.94, 19.73, PayPal
11117, 9831, 2023-11-13, 3, 66.19, 28.42, Credit Card
11118, 1191, 2022-11-23, 4, 286.08, 49.52, Cash
11119, 82, 2023-05-30, 7, 59.98, 44.05, Credit Card
11120, 4957, 2022-12-03, 7, 420.4, 40.69, PayPal
11121, 5706, 2024-07-28, 3, 479.75, 36.55, PayPal
11122, 8512, 2023-08-11, 4, 384.97, 36.48, Cash
11123, 7766, 2024-03-02, 9, 336.4, 21.33, Cash
11124, 3915, 2024-07-22, 4, 149.64, 40.21, Cash
11125, 8676, 2023-04-19, 6, 383.58, 26.04, Debit Card
11126, 5938, 2024-03-30, 1, 193.15, 24.21, Cash
11127, 5712, 2023-10-24, 4, 314.97, 9.27, Debit Card
11128, 3936, 2023-12-15, 7, 139.36, 49.66, Debit Card
11129, 5694, 2023-10-15, 2, 210.92, 29.06, Credit Card
11130, 631, 2024-02-29, 1, 454.66, 1.47, Credit Card
11131, 5909, 2023-04-12, 6, 393.92, 39.23, Debit Card
11132, 5283, 2024-07-10, 1, 261.04, 2.42, Cash
11133, 9424, 2023-01-25, 4, 374.9, 40.08, PayPal
11134, 39, 2024-05-26, 1, 453.0, 31.52, Credit Card
11135, 9338, 2023-11-05, 7, 481.12, 34.05, Cash
11136, 793, 2023-10-20, 2, 60.12, 12.29, Debit Card
11137, 8946, 2024-02-18, 8, 376.73, 37.9, Cash
11138, 8975, 2023-07-08, 9, 221.26, 18.67, Debit Card
11139, 1952, 2023-11-23, 9, 308.73, 34.27, Debit Card
11140, 2942, 2022-09-29, 2, 69.96, 28.29, Credit Card
11141, 9117, 2023-05-20, 9, 450.97, 47.24, Credit Card
11142, 1564, 2024-03-19, 7, 22.2, 48.56, Credit Card
11143, 6110, 2023-09-27, 9, 183.56, 8.12, Credit Card
11144, 3738, 2023-11-22, 1, 299.93, 38.07, PayPal
11145, 2603, 2024-01-15, 2, 36.87, 38.15, PayPal
11146, 2127, 2022-10-01, 7, 114.9, 36.09, Cash
11147, 7051, 2024-03-08, 3, 240.86, 29.77, Debit Card
11148, 2125, 2024-05-20, 2, 28.58, 16.45, Cash
11149, 8215, 2023-11-29, 10, 227.97, 1.72, Credit Card
11150, 8205, 2024-05-25, 6, 120.56, 42.77, Credit Card
11151, 9287, 2023-11-08, 4, 401.76, 18.74, Debit Card
11152, 7560, 2023-06-06, 4, 484.47, 8.32, Debit Card
11153, 7106, 2023-11-28, 5, 249.26, 20.82, Cash
11154, 89, 2024-02-03, 6, 227.58, 19.98, Debit Card
11155, 4692, 2024-05-15, 9, 176.45, 6.56, Debit Card
11156, 6410, 2024-06-04, 2, 421.39, 9.0, Debit Card
11157, 5334, 2023-04-08, 7, 380.3, 16.13, Cash
11158, 3819, 2023-10-29, 6, 153.64, 40.46, Cash
11159, 5103, 2023-01-14, 5, 220.45, 7.78, Debit Card
11160, 7705, 2024-08-22, 10, 208.67, 3.69, PayPal
11161, 997, 2023-01-15, 3, 399.54, 38.95, Debit Card
11162, 8021, 2023-09-07, 6, 162.73, 38.03, Debit Card
11163, 9065, 2024-01-06, 9, 398.75, 45.93, Cash
11164, 3324, 2024-03-26, 2, 32.02, 47.38, Credit Card
11165, 8906, 2024-02-21, 7, 283.38, 11.52, Credit Card
11166, 4249, 2024-05-06, 10, 484.4, 46.43, Credit Card
11167, 4330, 2023-02-09, 9, 210.95, 32.59, Debit Card
11168, 4607, 2023-11-17, 5, 134.21, 40.77, Cash
11169, 3592, 2022-11-25, 6, 431.19, 25.44, PayPal
11170, 6154, 2024-04-12, 2, 486.37, 35.93, PayPal
11171, 245, 2023-12-29, 1, 234.76, 37.96, Debit Card
11172, 533, 2024-08-14, 8, 357.9, 49.74, PayPal
11173, 7088, 2023-03-08, 9, 277.01, 43.91, Credit Card
11174, 9807, 2024-04-13, 2, 431.64, 19.33, Debit Card
11175, 802, 2024-02-27, 3, 290.16, 17.1, Debit Card
11176, 6553, 2024-02-12, 10, 453.19, 49.41, Credit Card
11177, 1468, 2023-03-08, 10, 415.46, 24.43, Credit Card
11178, 3159, 2023-07-25, 5, 117.92, 20.08, Debit Card
11179, 3446, 2024-02-17, 8, 60.82, 42.35, Debit Card
11180, 1693, 2023-03-19, 9, 415.59, 36.32, Cash
11181, 3697, 2024-01-23, 5, 408.96, 44.85, PayPal
11182, 6651, 2023-08-04, 8, 468.72, 9.05, Credit Card
11183, 3346, 2022-10-14, 2, 136.42, 2.78, PayPal
11184, 662, 2024-03-19, 4, 429.17, 30.97, Cash
11185, 8205, 2024-01-16, 1, 414.09, 34.82, Cash
11186, 9220, 2022-09-30, 8, 369.27, 22.88, Credit Card
11187, 3440, 2024-02-24, 6, 119.06, 15.21, Debit Card
11188, 3149, 2022-12-09, 10, 79.54, 10.46, Cash
11189, 9997, 2023-02-09, 2, 411.33, 32.22, Cash
11190, 2650, 2023-09-19, 1, 150.16, 49.94, PayPal
11191, 489, 2023-04-10, 7, 459.96, 20.89, Credit Card
11192, 2748, 2024-06-05, 1, 443.23, 25.56, Cash
11193, 484, 2023-12-18, 3, 234.3, 7.5, Cash
11194, 8526, 2024-02-01, 6, 442.91, 29.57, Debit Card
11195, 7893, 2023-03-15, 4, 277.17, 31.76, Debit Card
11196, 8672, 2024-01-09, 10, 110.22, 29.62, PayPal
11197, 7615, 2023-02-15, 4, 96.6, 37.65, Credit Card
11198, 4363, 2022-11-25, 2, 65.47, 9.78, Cash
11199, 9888, 2024-08-04, 6, 233.54, 42.54, PayPal
11200, 3046, 2022-11-23, 6, 213.07, 17.12, PayPal
11201, 2771, 2024-09-18, 5, 263.81, 17.84, Cash
11202, 1116, 2023-11-26, 2, 160.27, 25.44, Cash
11203, 7415, 2023-02-16, 6, 83.69, 9.59, PayPal
11204, 7824, 2024-09-03, 10, 206.71, 34.81, Cash
11205, 3558, 2024-06-22, 7, 414.03, 17.05, Credit Card
11206, 7404, 2022-10-11, 2, 51.48, 29.79, Debit Card
11207, 6153, 2024-02-05, 1, 119.98, 1.67, Credit Card
11208, 5937, 2024-05-17, 9, 327.15, 13.71, Debit Card
11209, 6570, 2022-10-07, 1, 58.95, 29.46, Credit Card
11210, 3842, 2023-08-19, 5, 186.37, 41.07, Debit Card
11211, 4375, 2023-04-28, 1, 147.49, 0.76, PayPal
11212, 548, 2024-07-31, 2, 415.18, 42.44, Cash
11213, 3797, 2024-05-15, 9, 473.85, 12.04, Cash
11214, 2437, 2024-07-16, 7, 194.3, 29.79, Debit Card
11215, 2037, 2023-10-28, 3, 430.12, 34.32, Debit Card
11216, 1184, 2023-10-31, 2, 251.78, 29.43, PayPal
11217, 919, 2022-12-23, 5, 210.81, 31.51, Credit Card
11218, 9739, 2024-09-07, 6, 312.3, 46.82, Credit Card
11219, 9842, 2024-01-01, 3, 383.12, 42.76, Cash
11220, 1082, 2024-08-31, 9, 469.59, 29.48, Debit Card
11221, 2673, 2023-04-09, 4, 430.89, 31.29, Debit Card
11222, 2154, 2022-12-21, 4, 450.84, 40.69, Cash
11223, 7262, 2023-01-24, 10, 137.58, 46.08, Debit Card
11224, 7749, 2023-01-01, 4, 314.95, 42.81, PayPal
11225, 147, 2024-02-17, 4, 391.91, 4.23, Debit Card
11226, 7664, 2023-11-06, 3, 305.65, 14.17, Credit Card
11227, 9985, 2022-12-28, 9, 240.94, 49.06, PayPal
11228, 6858, 2022-10-19, 4, 136.23, 48.03, PayPal
11229, 9166, 2023-01-26, 3, 497.04, 41.5, Debit Card
11230, 7909, 2024-02-19, 9, 404.9, 5.81, Debit Card
11231, 6610, 2023-02-16, 6, 155.99, 4.28, PayPal
11232, 7151, 2024-07-06, 2, 499.61, 39.2, Debit Card
11233, 5074, 2023-12-10, 2, 420.48, 2.74, Cash
11234, 31, 2024-03-14, 5, 375.77, 8.83, Debit Card
11235, 7037, 2024-01-05, 6, 347.97, 42.76, Cash
11236, 3906, 2023-04-02, 1, 138.87, 28.13, Cash
11237, 904, 2024-01-03, 7, 210.95, 2.14, Credit Card
11238, 276, 2023-11-24, 4, 454.7, 16.37, Cash
11239, 4024, 2024-01-07, 7, 309.18, 6.35, Credit Card
11240, 4162, 2023-10-11, 4, 244.09, 43.33, PayPal
11241, 5401, 2023-06-25, 10, 261.52, 43.49, PayPal
11242, 8265, 2023-11-23, 7, 347.47, 8.52, PayPal
11243, 879, 2024-01-21, 5, 26.07, 5.62, Credit Card
11244, 9379, 2024-04-02, 7, 282.9, 42.22, PayPal
11245, 2795, 2022-10-15, 4, 373.4, 31.52, Cash
11246, 9396, 2024-01-26, 3, 491.88, 21.85, Credit Card
11247, 6307, 2023-01-12, 2, 126.64, 12.47, Cash
11248, 9554, 2024-07-13, 1, 50.75, 33.15, PayPal
11249, 2135, 2024-02-14, 1, 117.26, 2.24, PayPal
11250, 9050, 2024-08-02, 3, 373.56, 29.78, PayPal
11251, 698, 2024-08-28, 9, 197.69, 21.53, Cash
11252, 9392, 2023-11-16, 6, 90.54, 11.02, Debit Card
11253, 6389, 2024-09-01, 6, 263.86, 34.44, Debit Card
11254, 5671, 2023-11-05, 6, 423.21, 17.22, Cash
11255, 3124, 2022-10-15, 1, 276.49, 31.63, Cash
